months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
23,49,vI7517,TX,100/300,2000,1097.89,0,68264,FEMALE,Master,Lawyer,Reading,Married,5810.34,4294.97,2021-08-22,Vehicle Theft,Side Collision,Total Loss,Police,IL,West Crystalview,"5393 Compton Fields, Zacharychester, KS 78850",13,3,,1,3,NO,27793.12,10945.15,14065.57,6724.97,BMW,Model D,2016,N
20,22,mR3924,FL,250/500,500,1104.75,0,90413,FEMALE,Associate,Doctor,Traveling,Divorced,7600.49,4127.6,2024-01-29,Vehicle Theft,Front Collision,Major Damage,Police,IL,Jenniferside,"821 Little Ford Suite 275, South Todd, OK 60673",18,1,NO,2,3,,35137.7,3805.3,1095.78,6820.67,BMW,Model D,2015,Y
97,51,eq5249,FL,100/300,2000,661.33,0,16810,MALE,High School,Lawyer,Reading,Single,9987.11,564.73,2025-01-16,Multi-vehicle Collision,Front Collision,Major Damage,Fire,FL,Lifurt,"7789 Dixon Manor, West Brent, SC 64668",3,1,YES,1,3,YES,17744.72,14724.68,1134.97,4190.43,Chevrolet,Model A,2012,N
100,62,hi7665,NY,250/500,1000,1415.79,1000000,24238,FEMALE,Master,Doctor,Traveling,Single,6162.8,2144.59,2021-05-23,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,West Kathleenton,"1884 Kristen Summit, Harrisshire, AL 15106",18,2,NO,0,3,,24727.74,13717.53,11339.07,11699.8,Ford,Model C,2019,Y
70,52,po9446,NY,500/1000,1000,1350.0,0,29394,MALE,Bachelor,Engineer,Cooking,Married,4136.99,4238.95,2023-05-06,Single Vehicle Collision,Side Collision,Total Loss,Fire,FL,Sarahstad,"89532 Harris Ridges, East Christopherview, NM 16827",20,2,NO,2,3,,33495.23,9452.4,13769.5,10633.77,Chevrolet,Model D,2022,N
40,50,DN3633,FL,100/300,1000,1219.82,0,22212,FEMALE,Bachelor,Clerk,Traveling,Married,8035.79,246.5,2021-04-15,Single Vehicle Collision,Side Collision,Major Damage,Police,FL,East Joshua,"9967 Jesse Vista Apt. 677, Lake Pamela, RI 98895",11,1,,1,0,NO,6556.04,7379.97,6625.99,11058.87,Ford,Model D,2006,N
41,33,RF0843,FL,100/300,2000,713.19,2000000,57733,FEMALE,Bachelor,Lawyer,Sports,Single,3789.83,38.39,2023-09-16,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,IL,Marcfort,"9352 Carolyn Square Suite 263, West Michael, IA 94208",18,2,YES,0,2,NO,49933.36,10394.92,4472.59,13593.93,Chevrolet,Model D,2013,N
53,21,bR3697,TX,500/1000,1000,745.65,1000000,74335,FEMALE,Master,Lawyer,Cooking,Married,3399.17,4462.32,2022-12-12,Vehicle Theft,Front Collision,Total Loss,Fire,CA,Lake Heidi,"9556 Travis Stream, Blankenshipland, KS 46144",16,3,YES,1,1,YES,42994.83,5858.18,12084.48,13200.34,Ford,Model B,2013,N
90,36,kk4547,NY,250/500,1000,1169.36,2000000,29223,FEMALE,Associate,Engineer,Reading,Divorced,9319.15,2127.48,2022-06-02,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,TX,Port Barry,"12198 John Pine, Shawnport, NE 37006",5,2,NO,1,3,NO,20660.57,11575.23,9392.46,6157.08,Toyota,Model A,2005,N
91,24,He3642,NY,500/1000,2000,1333.76,1000000,30885,FEMALE,High School,Engineer,Sports,Single,1083.48,2944.05,2022-01-20,Vehicle Theft,No Collision,Trivial Damage,Fire,CA,New Brettburgh,"2303 Carlos Courts Suite 281, Transtad, HI 20518",2,1,,2,2,NO,46605.54,13510.35,13999.29,4461.36,Ford,Model D,2008,Y
82,69,kX2305,FL,250/500,500,1257.4,0,36196,MALE,Associate,Clerk,Traveling,Single,7354.16,4422.49,2025-01-05,Parked Car,Side Collision,Trivial Damage,Ambulance,IL,New Williamton,"72239 Berry Harbors, Sanchezburgh, DE 94011",23,2,,0,3,,18167.37,12375.51,2947.65,14759.32,Chevrolet,Model B,2009,Y
16,60,yi2901,IL,100/300,500,1053.12,1000000,00576,FEMALE,Bachelor,Engineer,Reading,Divorced,9445.73,1272.32,2022-08-02,Parked Car,Front Collision,Trivial Damage,Ambulance,CA,Stevenfort,"868 Hayden Pike Suite 996, Alexandrachester, NY 66001",6,1,YES,0,1,YES,46798.08,14778.52,4639.26,8290.37,Honda,Model A,2014,N
116,67,xt0319,FL,250/500,500,1198.05,2000000,15644,MALE,Master,Doctor,Reading,Single,8676.1,2775.44,2021-07-19,Vehicle Theft,Side Collision,Minor Damage,Other,TX,Reyesport,"3036 Shannon Ramp Apt. 463, North Rachel, NV 33651",22,1,,2,0,YES,30730.29,6111.86,4080.6,1104.69,BMW,Model B,2001,N
78,68,nD6775,CA,500/1000,2000,1090.79,0,17594,FEMALE,PhD,Doctor,Traveling,Single,8810.97,59.08,2024-08-12,Single Vehicle Collision,Rear Collision,Trivial Damage,Other,FL,Moyerbury,"USS Phillips, FPO AE 46448",16,2,,0,3,NO,49456.03,4543.39,4188.7,10215.38,BMW,Model C,2008,N
7,70,sw6619,IL,250/500,2000,1391.11,2000000,67683,MALE,Master,Clerk,Sports,Single,4503.36,3921.39,2024-06-05,Single Vehicle Collision,Rear Collision,Total Loss,Fire,IL,Williamsfort,"48201 Julie Points Suite 008, Lake Adriana, NV 53377",3,1,,1,2,,37031.72,12156.62,8734.53,6670.98,Chevrolet,Model B,2022,Y
40,38,us9759,FL,100/300,2000,719.56,1000000,48731,MALE,Bachelor,Manager,Gaming,Married,3768.42,182.15,2023-04-25,Single Vehicle Collision,No Collision,Total Loss,Fire,TX,Port Zacharyville,"8089 Yolanda Drives Suite 574, East Kathleen, CO 81355",4,1,,2,1,,23026.99,8061.22,3954.87,11989.06,Ford,Model A,2020,N
4,43,ct4630,CA,100/300,500,1485.06,2000000,02088,MALE,PhD,Clerk,Gaming,Single,1457.06,223.91,2023-09-27,Single Vehicle Collision,Rear Collision,Major Damage,Fire,CA,East Robert,"8943 Vickie Estates, West Jessicaland, NH 22207",0,1,YES,2,3,NO,22264.56,2161.91,13695.59,7864.89,Chevrolet,Model D,2022,N
16,18,NU1175,IL,250/500,1000,770.42,1000000,49275,MALE,Bachelor,Engineer,Gaming,Divorced,2893.63,1596.62,2024-09-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,TX,Sosaview,"582 Drake Tunnel Apt. 306, Nelsonhaven, NM 95433",13,3,,0,1,NO,16157.17,13062.14,9036.17,12564.83,Toyota,Model A,2000,Y
94,67,gj0944,NY,500/1000,1000,1424.4,0,73247,FEMALE,Bachelor,Lawyer,Sports,Married,4375.35,372.66,2023-12-01,Single Vehicle Collision,Rear Collision,Trivial Damage,Other,FL,Port Kristen,"2188 Gutierrez Locks, Knightport, IA 21793",13,2,YES,0,0,,20256.38,5879.04,13078.8,10779.9,Ford,Model C,2000,N
70,38,zB1506,NY,500/1000,2000,1336.15,2000000,20692,FEMALE,PhD,Manager,Reading,Divorced,6151.76,1836.42,2024-07-25,Multi-vehicle Collision,No Collision,Trivial Damage,Fire,TX,Kennedytown,"43776 Richard Vista Apt. 439, West Erik, OR 49895",17,1,NO,2,3,YES,20032.3,7157.14,723.69,3894.16,Honda,Model A,2015,N
101,57,jI1110,NY,500/1000,500,933.9,2000000,56670,FEMALE,Associate,Lawyer,Cooking,Single,5693.5,4483.96,2021-03-06,Single Vehicle Collision,Side Collision,Major Damage,Police,NY,Mosleyberg,"Unit 0720 Box 2455, DPO AP 75473",4,2,,1,3,,26576.85,8606.48,13153.89,6012.04,BMW,Model A,2017,Y
98,54,gc0245,TX,250/500,500,1305.57,1000000,76898,FEMALE,PhD,Lawyer,Reading,Married,4866.58,1453.94,2021-03-20,Single Vehicle Collision,Side Collision,Trivial Damage,Ambulance,FL,North Christinaborough,"1494 Marie Haven Apt. 179, Erichaven, NM 79994",19,1,YES,0,1,NO,5503.2,10835.17,6340.79,2497.68,BMW,Model B,2005,Y
78,48,Qk4065,TX,100/300,2000,667.0,0,91584,FEMALE,Bachelor,Lawyer,Gaming,Single,8233.07,1733.06,2022-05-18,Parked Car,Front Collision,Trivial Damage,Police,TX,Patrickstad,"USNV Carter, FPO AP 53073",13,3,YES,0,1,YES,42383.64,5823.95,12542.32,10799.45,Toyota,Model A,2002,N
29,63,pD3453,TX,500/1000,1000,1455.58,1000000,19994,MALE,Associate,Doctor,Traveling,Married,9918.79,2515.49,2024-01-11,Parked Car,Front Collision,Minor Damage,Police,NY,North Christopher,"17221 Townsend Spurs, Bethfort, MT 16572",15,3,,2,1,YES,34753.52,10897.61,3985.37,2475.62,Honda,Model A,2012,N
1,48,Pc9437,NY,250/500,1000,1448.67,2000000,48238,MALE,High School,Engineer,Sports,Married,9747.25,3052.09,2025-03-03,Vehicle Theft,Rear Collision,Minor Damage,Ambulance,CA,South James,"6277 Bowers Wall, Shannonmouth, VT 55859",13,1,,0,2,YES,47403.21,13001.82,6888.54,12401.82,Ford,Model B,2001,Y
60,22,qA9202,FL,100/300,1000,1212.44,0,12719,FEMALE,Bachelor,Engineer,Sports,Divorced,7852.08,2808.87,2023-02-25,Parked Car,Front Collision,Major Damage,Fire,IL,Hutchinsonmouth,"89743 Robert Trail, Lake Michaelmouth, RI 49393",16,2,NO,2,1,NO,17886.08,9130.08,4545.91,7347.15,Toyota,Model D,2023,Y
80,68,mn0178,IL,250/500,1000,781.97,1000000,19874,MALE,Associate,Engineer,Reading,Married,3322.9,768.65,2023-05-05,Vehicle Theft,Side Collision,Major Damage,Police,FL,Erinhaven,"999 Ryan Street Apt. 798, Ambermouth, LA 44096",9,1,,1,3,NO,26676.88,13278.98,4008.37,13134.68,Ford,Model D,2016,Y
52,35,AD6917,IL,500/1000,500,1270.8,1000000,80292,MALE,PhD,Clerk,Gaming,Divorced,9964.56,4454.98,2020-08-16,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,CA,West Mary,"0394 Baker Pines Apt. 037, South Aaron, CA 36366",12,3,NO,1,1,,3324.21,5342.89,6959.98,6942.84,BMW,Model A,2012,N
58,57,UY8608,TX,500/1000,500,927.8,1000000,84389,MALE,Associate,Clerk,Gaming,Divorced,8246.52,2970.33,2025-01-09,Parked Car,Front Collision,Minor Damage,Police,FL,Kaylaton,"841 Sara Loaf, Gregoryborough, TX 56796",20,3,NO,2,0,,49515.53,1974.89,3886.78,14290.11,Toyota,Model D,2016,N
13,56,gi5370,NY,250/500,1000,1324.9,2000000,98727,FEMALE,Master,Engineer,Gaming,Single,6338.46,2030.61,2021-02-24,Parked Car,Side Collision,Total Loss,Ambulance,NY,Garyport,"63251 Collins Plains Apt. 121, East Cameronview, DE 59652",21,1,YES,0,1,YES,22449.13,5049.33,12011.35,8705.41,Toyota,Model A,2005,N
98,69,Gh1887,NY,250/500,1000,699.89,0,63578,MALE,Bachelor,Clerk,Traveling,Married,6337.17,3088.18,2023-05-06,Single Vehicle Collision,No Collision,Total Loss,Police,FL,Kristenstad,"63840 Victoria Estates Apt. 528, South Vickie, SC 46557",3,2,,0,1,NO,30153.06,1218.0,5631.05,11275.87,BMW,Model A,2007,Y
7,18,ZG5661,FL,500/1000,2000,1159.84,1000000,53252,MALE,Associate,Clerk,Reading,Single,2774.34,630.28,2020-09-22,Single Vehicle Collision,Side Collision,Trivial Damage,Police,IL,East James,"378 Hughes Row, Jameston, NV 25153",19,3,NO,0,0,,15694.7,9394.75,1860.03,3710.03,BMW,Model B,2017,N
45,66,Pv9505,CA,500/1000,2000,1110.37,0,54965,MALE,Bachelor,Manager,Reading,Single,593.25,4818.77,2020-07-03,Single Vehicle Collision,Rear Collision,Trivial Damage,Other,IL,West Michelleland,"881 Thomas Plaza, Davidton, SC 42059",1,1,,1,3,NO,13875.63,11785.26,13483.86,14943.68,Chevrolet,Model C,2022,Y
92,31,cg4864,CA,100/300,1000,876.08,2000000,07698,FEMALE,Associate,Engineer,Reading,Married,4907.77,1884.88,2022-07-26,Multi-vehicle Collision,Front Collision,Total Loss,Police,CA,Elizabethberg,"45618 Jones Inlet Suite 600, Markland, DC 69307",5,3,NO,0,0,NO,11413.31,6002.5,4199.01,13533.24,Ford,Model C,2003,N
69,34,Xv5114,CA,100/300,500,1164.96,2000000,42222,MALE,Associate,Doctor,Traveling,Married,8560.11,348.72,2021-04-29,Single Vehicle Collision,Rear Collision,Trivial Damage,Police,TX,East Barbarashire,"44881 Escobar Shoals, Craigfurt, AZ 41381",7,1,,2,3,,13410.57,702.2,13352.78,2191.4,Honda,Model D,2014,Y
102,26,ie1540,IL,250/500,1000,1406.75,1000000,12863,FEMALE,Bachelor,Clerk,Sports,Divorced,4511.48,4286.05,2024-01-18,Multi-vehicle Collision,Rear Collision,Major Damage,Other,TX,North Patriciaton,"8142 Christopher Extension Apt. 910, Robinsonberg, WA 89950",5,2,YES,0,1,NO,33880.79,13293.43,12061.42,13328.79,Ford,Model D,2011,N
67,29,rK3608,NY,500/1000,1000,1484.97,0,96164,MALE,High School,Manager,Reading,Single,8011.53,4209.27,2024-10-22,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,FL,South Amy,"638 Cooper Lodge, Bartlettport, IA 81291",22,1,YES,2,1,YES,18276.01,13700.59,11892.31,8072.68,Honda,Model A,2021,N
73,24,ah6497,FL,250/500,500,1052.82,0,53656,FEMALE,Bachelor,Clerk,Sports,Single,7303.3,4403.62,2021-07-14,Vehicle Theft,No Collision,Major Damage,Police,FL,Lake Johnny,"913 Jennifer Fort, Lake Brandon, TX 52237",17,3,YES,2,0,NO,45941.22,7441.88,11601.02,10640.78,Ford,Model A,2017,N
78,27,aP3419,IL,100/300,1000,1409.29,2000000,28052,FEMALE,Bachelor,Lawyer,Reading,Divorced,959.74,2569.57,2021-08-09,Multi-vehicle Collision,No Collision,Major Damage,Police,NY,Port Heatherchester,"2215 Rowland Lane, Scottborough, SC 19626",5,3,YES,2,2,,7245.58,13936.01,14701.04,2461.42,Ford,Model A,2008,Y
36,35,FF6533,FL,500/1000,2000,790.28,0,36401,MALE,High School,Manager,Traveling,Divorced,6024.43,981.42,2022-03-26,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Williamstown,"07843 Rodriguez Heights, West Joshua, WI 02305",20,1,YES,1,1,YES,42766.39,2393.48,6864.15,5708.04,Ford,Model A,2007,N
92,30,wt8197,NY,250/500,2000,684.18,1000000,84944,MALE,Master,Lawyer,Cooking,Single,28.86,4921.81,2024-07-01,Single Vehicle Collision,Front Collision,Major Damage,Other,FL,South James,"4273 Conway Brook Apt. 763, North Joseph, NC 33899",14,2,NO,2,0,,27326.18,2414.28,1530.05,832.31,Ford,Model A,2013,Y
61,37,be4846,FL,100/300,500,1374.54,0,74839,MALE,High School,Engineer,Traveling,Single,8421.47,3709.37,2021-04-25,Parked Car,Rear Collision,Trivial Damage,Other,CA,East Rachelview,"780 Susan Islands, Bradleytown, ID 25060",4,3,YES,0,0,NO,24855.55,7765.76,5819.94,8579.11,BMW,Model D,2012,N
97,20,Lm4644,FL,250/500,2000,954.6,0,82925,MALE,PhD,Clerk,Cooking,Married,3616.71,1515.98,2021-05-24,Parked Car,Front Collision,Total Loss,Police,FL,Santiagoshire,"7933 Williams Junction, Thomasbury, MA 65139",13,2,YES,2,2,,38740.3,10900.56,8729.52,5484.95,BMW,Model D,2005,N
25,26,gK6801,CA,500/1000,500,990.46,0,18457,MALE,Bachelor,Doctor,Traveling,Single,7858.3,3327.32,2022-05-30,Parked Car,Front Collision,Total Loss,Fire,NY,South Michelle,"118 Higgins Forges Apt. 351, West Alexandershire, DE 37255",21,3,,2,0,,37012.66,14262.58,9114.72,10465.03,Toyota,Model D,2004,Y
93,37,Nh3153,NY,100/300,2000,1113.8,1000000,12757,FEMALE,Associate,Doctor,Sports,Married,8049.98,4436.81,2024-04-19,Parked Car,No Collision,Major Damage,Ambulance,NY,Kylieside,"74820 Montoya Forge, Clayville, NY 76900",11,3,YES,0,1,NO,47512.52,14265.78,1003.65,10498.1,Toyota,Model A,2022,N
109,60,Sw9406,IL,500/1000,1000,625.19,2000000,47280,FEMALE,Bachelor,Manager,Cooking,Divorced,5637.15,1342.81,2022-06-04,Parked Car,No Collision,Trivial Damage,Ambulance,TX,Hawkinsburgh,"904 George Estate, Lake Brandon, ID 27904",6,2,YES,1,2,,24137.22,12930.07,6198.9,14002.3,Chevrolet,Model D,2002,N
27,35,QC2470,CA,250/500,500,908.93,1000000,30074,MALE,PhD,Engineer,Sports,Married,9252.93,4684.23,2022-02-26,Parked Car,Rear Collision,Total Loss,Fire,FL,North David,"PSC 3546, Box 2127, APO AA 01500",19,1,NO,1,3,NO,15802.27,6976.92,2136.2,13878.25,Toyota,Model D,2008,Y
31,41,RA5082,IL,250/500,1000,763.43,0,14725,FEMALE,High School,Lawyer,Sports,Divorced,1954.13,3963.19,2021-12-06,Multi-vehicle Collision,No Collision,Minor Damage,Ambulance,TX,Port Ericland,"3248 Mercado Estate, South Roger, WY 58837",9,1,,0,3,,21219.81,10037.89,7139.52,2011.62,Toyota,Model A,2017,Y
64,51,UZ5493,TX,250/500,500,1438.73,0,03126,FEMALE,PhD,Manager,Reading,Divorced,2808.51,782.09,2022-11-06,Parked Car,Front Collision,Major Damage,Other,IL,South Kenneth,"91203 Ann Locks Apt. 082, Port David, AR 67140",14,2,NO,2,3,YES,6509.0,3312.94,14490.66,13110.56,Toyota,Model D,2010,Y
29,46,fv1388,FL,500/1000,500,1119.57,1000000,69323,FEMALE,Master,Doctor,Gaming,Married,34.05,1393.29,2025-02-05,Single Vehicle Collision,Rear Collision,Total Loss,Fire,FL,West Joseside,"67323 April Road, Jonesside, WA 42685",17,1,YES,1,2,,26438.06,14769.21,1027.31,13851.24,Honda,Model B,2023,Y
9,37,cW2450,CA,500/1000,1000,1196.31,0,02012,MALE,Master,Engineer,Sports,Married,2267.09,2868.32,2024-05-23,Single Vehicle Collision,Side Collision,Trivial Damage,Police,FL,Port Elizabethtown,"52911 Timothy Valley, South Kristenside, MN 08004",5,1,YES,0,1,NO,31499.28,5590.43,2735.53,11745.7,Ford,Model A,2019,Y
74,64,Rh2556,FL,250/500,1000,715.04,1000000,66563,FEMALE,Associate,Doctor,Gaming,Single,1507.76,3466.13,2020-09-10,Vehicle Theft,Side Collision,Major Damage,Fire,NY,Karenview,"987 Henry Trafficway, East Gregoryport, RI 06066",9,2,NO,2,1,NO,12049.59,3786.24,6688.91,7855.5,Toyota,Model D,2012,Y
117,21,BD6708,IL,500/1000,500,1060.31,1000000,03941,FEMALE,High School,Clerk,Gaming,Single,3811.33,493.35,2023-02-22,Vehicle Theft,Rear Collision,Major Damage,Other,NY,New Brandonview,"5158 Moreno Lodge Suite 913, Hernandezview, IN 42659",11,3,,0,1,,5392.39,12955.94,10160.2,12706.31,Honda,Model C,2017,N
100,43,YK0542,FL,250/500,1000,998.35,1000000,49695,MALE,Associate,Doctor,Gaming,Divorced,9824.72,708.17,2023-08-14,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,TX,New Jenniferfort,"69987 Buchanan Brook, East Caleb, AR 16545",4,2,,2,1,,40968.65,14866.78,9654.36,3169.92,BMW,Model D,2001,N
24,70,HV4818,IL,500/1000,500,934.43,0,01152,FEMALE,Associate,Manager,Gaming,Single,8550.84,573.7,2023-10-21,Single Vehicle Collision,Front Collision,Trivial Damage,Other,TX,Connieview,"USNS Kelley, FPO AA 65833",3,1,YES,1,2,YES,42981.82,14271.78,11696.47,9971.42,BMW,Model B,2000,Y
29,67,HP8363,FL,250/500,1000,1194.99,2000000,08911,FEMALE,Master,Doctor,Sports,Divorced,4735.27,1826.88,2022-08-04,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Adamsberg,"694 Aimee Rue, Rickeyburgh, IA 55524",11,2,NO,2,0,YES,46902.39,10065.48,5840.17,6707.73,BMW,Model A,2002,N
43,45,gt5863,TX,250/500,2000,1440.01,0,33511,FEMALE,PhD,Doctor,Sports,Married,4508.59,2483.26,2021-08-01,Multi-vehicle Collision,Rear Collision,Trivial Damage,Police,CA,South Morganfurt,"55402 Kramer Stravenue Suite 582, Jamestown, CO 62082",0,2,YES,1,1,,1730.54,9529.87,9954.42,1893.36,Toyota,Model B,2009,Y
26,54,GK4644,CA,100/300,1000,1415.34,2000000,70015,FEMALE,Master,Clerk,Sports,Divorced,4539.03,181.68,2023-09-07,Vehicle Theft,Side Collision,Minor Damage,Fire,FL,Port Jeremiahville,"5279 Emily Junctions, West Gloriaton, LA 31803",15,2,YES,0,1,YES,22454.61,6146.35,11587.29,7175.54,BMW,Model D,2020,N
46,33,Hq3353,CA,100/300,2000,1114.5,2000000,77456,FEMALE,Associate,Engineer,Sports,Single,6299.65,1911.16,2022-03-19,Parked Car,Side Collision,Minor Damage,Ambulance,CA,Nicoleville,"11197 Griffith Turnpike, New Brandonborough, OR 12483",7,1,YES,0,1,YES,29718.58,5603.61,841.03,5562.03,Honda,Model C,2009,N
103,36,Pu7326,FL,250/500,2000,644.95,0,30086,FEMALE,PhD,Manager,Cooking,Married,3091.87,3326.91,2022-02-27,Vehicle Theft,No Collision,Trivial Damage,Ambulance,IL,South Melissaland,"USCGC Chang, FPO AA 51532",14,3,NO,1,0,NO,40994.57,6092.03,5539.6,10514.08,Toyota,Model C,2010,Y
3,44,UH7868,CA,500/1000,1000,1229.13,1000000,01599,MALE,High School,Clerk,Cooking,Married,5650.46,3082.29,2021-04-14,Vehicle Theft,No Collision,Minor Damage,Police,IL,East Jasontown,"Unit 0915 Box 6182, DPO AP 69165",20,2,YES,2,3,YES,16733.71,1218.41,5878.95,7256.3,Toyota,Model B,2011,N
15,28,OS3657,IL,250/500,1000,972.17,0,65689,FEMALE,Bachelor,Doctor,Reading,Married,6140.82,4580.83,2020-08-01,Parked Car,No Collision,Total Loss,Ambulance,FL,Jessicaville,"USCGC Rangel, FPO AP 89645",21,2,YES,1,2,NO,43858.29,14160.39,4736.32,3710.4,BMW,Model A,2009,Y
51,54,id6595,IL,100/300,500,1277.68,0,10495,FEMALE,Bachelor,Clerk,Cooking,Married,2264.15,4404.59,2022-04-16,Vehicle Theft,Front Collision,Minor Damage,Fire,CA,Cassandraville,"84336 Cooper Burg Apt. 632, East Catherine, FL 10134",7,1,,1,3,YES,30666.5,7416.91,14060.1,14830.74,Chevrolet,Model C,2003,Y
21,24,Ae7455,NY,100/300,1000,716.18,2000000,12589,MALE,High School,Manager,Reading,Married,3268.23,4496.19,2022-07-08,Parked Car,Side Collision,Total Loss,Other,TX,Sarahport,"050 Young Locks Suite 608, North Juliechester, AK 06026",10,2,,0,1,YES,12977.26,1122.21,4533.0,6776.14,BMW,Model D,2002,Y
93,57,yz0835,CA,100/300,500,1340.66,0,80117,FEMALE,High School,Doctor,Reading,Single,7338.39,2307.35,2022-02-11,Vehicle Theft,Front Collision,Trivial Damage,Fire,TX,Port Monicatown,"53123 Merritt Knolls Apt. 688, South Ashley, SC 64106",18,2,,2,3,YES,28213.48,6738.54,12189.38,13879.12,Chevrolet,Model B,2002,N
91,41,Hq8293,IL,500/1000,500,833.44,1000000,38564,FEMALE,Master,Doctor,Reading,Single,2228.22,2710.2,2024-01-31,Parked Car,Rear Collision,Major Damage,Ambulance,CA,North Johnside,"54378 Rick Forest Apt. 591, North Elizabethmouth, UT 02867",6,2,YES,2,1,YES,43040.79,3326.09,7134.03,3155.12,Honda,Model B,2020,Y
3,37,Te8599,CA,100/300,1000,1242.79,1000000,38426,FEMALE,PhD,Engineer,Reading,Divorced,7914.7,4942.88,2020-11-16,Parked Car,Side Collision,Total Loss,Other,IL,Audreytown,"9269 Wang Ports Suite 489, Davishaven, FL 70659",1,1,,0,3,NO,44574.16,1433.96,4320.69,14906.43,BMW,Model B,2010,Y
20,32,jv9693,IL,500/1000,500,747.03,2000000,74601,FEMALE,Master,Manager,Traveling,Single,4484.56,1683.87,2023-08-03,Multi-vehicle Collision,Side Collision,Major Damage,Fire,IL,West Andrewhaven,"31234 Kimberly Meadows, Elliottton, RI 92209",4,3,YES,0,1,YES,7587.66,6318.45,14876.84,3625.13,Toyota,Model B,2000,Y
26,34,Oh8726,FL,500/1000,1000,660.95,2000000,60424,MALE,Master,Manager,Traveling,Single,4375.4,2134.34,2020-09-01,Vehicle Theft,Front Collision,Total Loss,Fire,NY,Comptontown,"348 Abigail Forges, Elizabethstad, IA 68685",5,2,,1,1,YES,4833.85,13600.92,13698.41,11153.38,Chevrolet,Model C,2015,Y
31,19,wA8040,CA,500/1000,2000,1426.11,0,87478,MALE,Associate,Clerk,Traveling,Married,681.01,4861.03,2021-08-26,Single Vehicle Collision,Rear Collision,Trivial Damage,Fire,CA,East Rachelshire,"82695 Ryan Grove Apt. 869, Cooperland, IL 02458",21,1,NO,0,2,YES,22527.98,13240.77,6497.01,12554.22,Chevrolet,Model D,2023,Y
107,48,Xm7612,FL,500/1000,1000,972.53,2000000,69773,MALE,Bachelor,Engineer,Cooking,Married,6398.19,1136.95,2025-04-02,Vehicle Theft,Side Collision,Trivial Damage,Fire,TX,Ashleyville,"6823 Atkinson Groves, Port Anthonyburgh, WV 29826",16,1,YES,0,2,,2965.06,14358.89,11838.15,5477.01,Honda,Model C,2022,N
118,50,zy0869,CA,250/500,1000,824.19,0,08706,FEMALE,PhD,Engineer,Gaming,Single,1299.91,429.76,2020-06-25,Single Vehicle Collision,Rear Collision,Trivial Damage,Police,CA,North Marthafurt,"39500 Nicholas Centers, Christopherland, WA 42626",22,2,,2,3,,31095.35,10209.34,13417.4,13532.71,Honda,Model A,2015,N
89,20,mL7628,CA,100/300,500,917.27,2000000,58607,FEMALE,Bachelor,Doctor,Sports,Married,7352.19,4487.0,2020-12-07,Single Vehicle Collision,No Collision,Minor Damage,Fire,CA,Simston,"440 Alexander Rapid, Peterton, NV 18815",4,2,NO,2,2,YES,11795.29,7088.85,2871.47,5730.39,BMW,Model B,2004,Y
49,29,wb6292,FL,100/300,1000,1216.59,1000000,73306,FEMALE,Associate,Doctor,Reading,Divorced,5395.78,977.51,2023-11-26,Parked Car,Front Collision,Total Loss,Other,NY,Lake Moniquefort,"PSC 0299, Box 1406, APO AP 88926",9,3,,1,2,YES,14277.14,801.74,2910.05,12972.63,Chevrolet,Model D,2016,N
10,57,mD4133,TX,250/500,2000,1003.38,1000000,30924,MALE,Master,Manager,Gaming,Single,9476.29,2988.66,2025-01-04,Parked Car,No Collision,Major Damage,Ambulance,CA,East Stephaniemouth,"56178 Steven Ford, Lake Craig, GA 00561",14,2,NO,1,1,YES,45690.38,8724.96,754.28,1668.02,Honda,Model C,2017,Y
19,69,GQ1363,IL,250/500,500,1188.71,2000000,42149,MALE,Associate,Clerk,Traveling,Single,713.36,4620.3,2023-09-15,Vehicle Theft,Side Collision,Minor Damage,Fire,IL,South Tyler,"1337 Patricia Plains Suite 449, Lake Susanshire, AR 18962",10,2,,2,3,YES,22358.69,7217.45,10942.92,2735.46,Honda,Model B,2019,N
86,66,Br4801,CA,250/500,1000,939.28,1000000,37825,FEMALE,PhD,Clerk,Reading,Divorced,6688.23,1698.21,2023-11-03,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,IL,East Shannonview,"8127 Contreras Extension Apt. 102, South Patriciashire, HI 13914",1,1,NO,2,1,,42921.42,1431.37,9814.31,3063.31,Ford,Model A,2005,Y
