customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,MonthlyCharges,TotalCharges,Churn
CUST00980,Female,0,No,No,10,Yes,No,Fiber optic,42.61,423.58,No
CUST00981,Female,0,Yes,No,6,Yes,No,No,24.14,140.63,No
CUST00982,Female,0,Yes,Yes,11,Yes,No,No,37.37,420.25,No
CUST00983,Female,0,No,No,37,Yes,No,DSL,24.62,905.14,No
CUST00984,Male,1,No,Yes,53,Yes,No,Fiber optic,66.86,3548.75,Yes
CUST00985,Female,0,No,No,66,Yes,No,No,78.66,5195.05,No
CUST00986,Female,0,No,No,52,Yes,No,Fiber optic,24.47,1268.51,No
CUST00987,Female,0,Yes,No,31,Yes,No,Fiber optic,29.05,899.72,No
CUST00988,Female,0,No,No,44,Yes,No,DSL,68.55,3009.06,No
CUST00989,Female,0,Yes,Yes,50,Yes,No,Fiber optic,99.92,5004.42,No
CUST00990,Female,0,Yes,No,36,Yes,No,Fiber optic,82.8,2990.16,No
CUST00991,Female,0,No,No,58,No,No,Fiber optic,30.47,1771.91,No
CUST00992,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,108.75,5770.74,Yes
CUST00993,Female,1,Yes,Yes,17,Yes,Yes,Fiber optic,111.75,1891.4,No
CUST00994,Female,1,No,No,0,Yes,No,No,52.5,-2.32,No
CUST00995,Female,0,Yes,No,20,Yes,Yes,Fiber optic,81.6,1628.62,No
CUST00996,Male,0,No,No,27,Yes,No,Fiber optic,69.23,1870.51,Yes
CUST00997,Male,1,No,No,15,Yes,No,No,114.2,1706.67,Yes
CUST00998,Female,1,No,Yes,47,Yes,No,No,70.87,3332.16,Yes
CUST00999,Female,0,Yes,No,27,Yes,No,No,116.0,3135.09,Yes
CUST01000,Male,0,Yes,No,21,Yes,No,Fiber optic,39.93,831.18,No
CUST01001,Female,0,Yes,Yes,0,Yes,No,Fiber optic,54.55,-7.37,Yes
CUST01002,Male,0,Yes,No,41,Yes,No,DSL,98.13,4014.04,Yes
CUST01003,Male,1,Yes,Yes,69,Yes,No,DSL,98.36,6792.06,No
CUST01004,Male,0,No,Yes,2,Yes,No,Fiber optic,93.22,183.06,No
CUST01005,Male,1,Yes,Yes,43,No,No,Fiber optic,105.96,4550.79,Yes
CUST01006,Male,0,No,No,26,Yes,No,DSL,90.25,2352.06,No
CUST01007,Female,1,Yes,No,50,Yes,No,No,83.61,4173.37,No
CUST01008,Male,0,No,No,23,Yes,No,Fiber optic,65.89,1514.01,No
CUST01009,Female,0,No,No,19,Yes,No,Fiber optic,66.71,1272.39,No
CUST01010,Female,0,Yes,No,31,Yes,No,Fiber optic,60.62,1880.7,No
CUST01011,Male,0,Yes,No,12,Yes,No,DSL,82.02,985.32,Yes
CUST01012,Male,0,No,No,42,No,No,No,60.67,2541.29,Yes
CUST01013,Female,1,No,No,19,Yes,No,DSL,34.75,653.87,No
CUST01014,Male,0,No,No,1,Yes,Yes,Fiber optic,30.65,32.3,No
CUST01015,Male,1,Yes,Yes,67,Yes,No,Fiber optic,112.45,7524.62,No
CUST01016,Female,1,Yes,No,59,Yes,No,Fiber optic,22.47,1333.11,Yes
CUST01017,Female,0,No,No,3,Yes,No,Fiber optic,30.55,88.66,No
CUST01018,Male,0,No,No,16,Yes,No,DSL,64.53,1030.81,No
CUST01019,Female,0,Yes,Yes,0,Yes,No,DSL,46.29,-4.83,No
CUST01020,Male,0,No,Yes,32,Yes,No,Fiber optic,60.58,1946.09,No
CUST01021,Male,0,Yes,No,29,Yes,No,Fiber optic,31.74,923.31,No
CUST01022,Male,0,Yes,Yes,4,Yes,No,Fiber optic,33.09,131.36,Yes
CUST01023,Female,0,Yes,Yes,11,Yes,No,DSL,100.07,1102.48,No
CUST01024,Female,0,Yes,No,31,Yes,No,DSL,95.91,2970.82,Yes
CUST01025,Female,0,No,No,37,Yes,No,Fiber optic,30.43,1125.22,No
CUST01026,Female,0,Yes,No,16,Yes,No,Fiber optic,86.78,1385.63,Yes
CUST01027,Female,1,Yes,No,57,Yes,No,DSL,80.93,4611.22,No
CUST01028,Male,0,No,Yes,39,Yes,Yes,Fiber optic,91.34,3558.56,Yes
CUST01029,Male,1,No,No,23,Yes,Yes,DSL,67.44,1542.67,No
CUST01030,Male,0,No,Yes,11,Yes,No,Fiber optic,47.0,507.75,No
CUST01031,Male,0,No,No,18,Yes,No,DSL,86.37,1548.14,No
CUST01032,Female,0,Yes,No,28,Yes,No,No,57.14,1594.95,No
CUST01033,Male,0,No,No,51,Yes,No,DSL,41.9,2144.71,No
CUST01034,Female,0,No,No,16,Yes,No,Fiber optic,60.86,975.98,No
CUST01035,Male,0,No,No,20,Yes,No,No,96.33,1935.77,Yes
CUST01036,Female,0,Yes,Yes,59,Yes,No,DSL,67.58,3984.01,No
CUST01037,Female,0,Yes,No,19,No,No,Fiber optic,49.99,947.84,No
CUST01038,Male,0,No,No,52,Yes,No,DSL,103.19,5370.28,No
CUST01039,Male,0,Yes,No,62,No,No,DSL,108.16,6707.48,Yes
CUST01040,Male,0,No,No,56,No,No,Fiber optic,63.33,3547.04,No
CUST01041,Male,0,No,No,28,Yes,No,No,57.47,1610.67,No
CUST01042,Female,0,No,No,0,Yes,No,Fiber optic,81.27,1.68,No
CUST01043,Male,0,No,Yes,58,Yes,No,Fiber optic,25.8,1501.71,No
CUST01044,Male,0,No,No,63,Yes,No,Fiber optic,89.13,5618.55,No
CUST01045,Female,1,Yes,Yes,71,Yes,No,Fiber optic,98.23,6983.48,Yes
CUST01046,Male,0,No,No,70,Yes,No,Fiber optic,59.74,4190.76,No
CUST01047,Male,0,No,No,43,Yes,No,DSL,37.46,1609.22,Yes
CUST01048,Male,0,Yes,No,47,Yes,No,DSL,22.88,1066.07,Yes
CUST01049,Male,0,Yes,No,14,Yes,No,Fiber optic,83.72,1162.3,Yes
CUST01050,Male,0,Yes,Yes,34,Yes,No,No,46.9,1587.06,No
CUST01051,Female,0,No,No,22,Yes,No,DSL,66.39,1452.08,No
CUST01052,Male,0,Yes,No,52,Yes,No,Fiber optic,58.64,3046.75,No
CUST01053,Male,0,No,No,44,Yes,No,DSL,37.49,1640.62,Yes
CUST01054,Male,0,Yes,Yes,12,Yes,No,DSL,70.84,852.58,No
CUST01055,Male,0,Yes,No,33,Yes,No,Fiber optic,65.96,2170.48,No
CUST01056,Male,0,No,No,37,Yes,No,Fiber optic,82.41,3049.45,No
CUST01057,Female,0,Yes,Yes,69,Yes,No,Fiber optic,45.19,3110.17,No
CUST01058,Male,0,No,No,67,Yes,No,DSL,41.46,2784.37,No
CUST01059,Female,0,No,Yes,4,Yes,No,No,101.43,411.32,Yes
CUST01060,Female,0,No,No,39,Yes,No,DSL,90.22,3516.31,Yes
CUST01061,Male,0,Yes,Yes,69,Yes,No,Fiber optic,97.22,6716.39,No
CUST01062,Male,0,No,No,20,Yes,No,Fiber optic,32.33,640.31,No
CUST01063,Male,0,No,No,27,Yes,Yes,Fiber optic,42.4,1151.08,No
CUST01064,Male,0,No,No,2,Yes,No,No,77.55,156.02,No
CUST01065,Female,0,Yes,No,22,Yes,No,Fiber optic,105.72,2322.43,No
CUST01066,Male,0,No,No,71,Yes,No,DSL,109.21,7745.6,Yes
CUST01067,Male,0,No,Yes,18,Yes,No,DSL,103.19,1850.85,No
CUST01068,Male,0,No,No,49,Yes,No,DSL,24.34,1199.92,No
CUST01069,Male,0,Yes,No,57,Yes,No,DSL,102.09,5821.27,No
CUST01070,Male,1,Yes,No,19,No,No,No,109.91,2083.03,Yes
CUST01071,Male,0,Yes,Yes,71,Yes,No,DSL,25.67,1822.49,Yes
CUST01072,Female,0,Yes,Yes,52,Yes,No,Fiber optic,61.63,3196.92,No
CUST01073,Female,0,Yes,No,8,Yes,No,Fiber optic,73.66,581.26,No
CUST01074,Male,1,Yes,No,3,Yes,No,No,43.28,138.0,No
CUST01075,Male,1,No,No,40,Yes,Yes,Fiber optic,71.67,2865.96,Yes
CUST01076,Male,0,Yes,No,24,Yes,No,Fiber optic,108.6,2603.63,No
CUST01077,Female,0,No,No,33,Yes,Yes,DSL,106.69,3529.75,No
CUST01078,Male,0,Yes,No,8,Yes,Yes,Fiber optic,113.98,909.82,No
CUST01079,Female,0,Yes,No,12,No,No,DSL,68.41,817.64,No
CUST01080,Male,0,Yes,No,8,Yes,No,No,61.06,483.94,No
CUST01081,Male,0,Yes,Yes,3,Yes,No,DSL,86.58,261.04,No
CUST01082,Male,0,No,Yes,33,Yes,No,DSL,61.68,2036.61,Yes
CUST01083,Male,0,No,Yes,6,Yes,No,Fiber optic,24.19,135.46,No
CUST01084,Female,1,Yes,No,14,Yes,No,Fiber optic,91.99,1290.94,No
CUST01085,Female,0,Yes,Yes,37,Yes,No,Fiber optic,48.1,1785.47,Yes
CUST01086,Male,0,Yes,Yes,51,No,No,DSL,24.91,1272.73,Yes
CUST01087,Male,0,No,No,6,Yes,No,DSL,22.06,139.76,No
CUST01088,Female,0,No,Yes,44,Yes,Yes,DSL,113.14,4973.69,Yes
CUST01089,Female,0,No,Yes,58,Yes,No,Fiber optic,45.21,2616.02,Yes
CUST01090,Female,0,No,Yes,20,Yes,No,Fiber optic,64.79,1299.75,No
CUST01091,Female,1,No,Yes,27,Yes,Yes,Fiber optic,115.06,3100.39,Yes
CUST01092,Male,0,Yes,No,2,Yes,No,Fiber optic,66.75,125.32,No
CUST01093,Female,0,Yes,No,13,Yes,No,Fiber optic,27.86,354.11,No
CUST01094,Male,0,No,No,1,Yes,No,No,75.19,80.56,No
CUST01095,Female,0,No,No,28,Yes,Yes,DSL,28.82,797.53,No
CUST01096,Female,0,No,No,17,Yes,Yes,Fiber optic,29.51,497.46,No
CUST01097,Female,0,No,No,36,Yes,No,Fiber optic,105.15,3777.98,No
CUST01098,Female,0,Yes,Yes,44,Yes,No,DSL,48.94,2158.46,No
CUST01099,Female,0,No,Yes,44,Yes,No,Fiber optic,87.87,3866.35,No
CUST01100,Male,0,No,No,23,Yes,No,DSL,70.89,1624.58,No
CUST01101,Male,0,Yes,Yes,45,Yes,No,DSL,42.23,1905.36,Yes
CUST01102,Female,0,No,Yes,11,Yes,No,Fiber optic,71.78,794.59,No
CUST01103,Female,0,No,No,52,Yes,No,DSL,26.9,1399.26,Yes
CUST01104,Male,0,Yes,No,44,Yes,No,DSL,54.72,2403.2,No
CUST01105,Female,0,Yes,Yes,31,Yes,No,Fiber optic,72.28,2242.41,No
CUST01106,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,42.84,736.95,No
CUST01107,Male,0,No,No,12,Yes,No,DSL,86.02,1023.27,Yes
CUST01108,Female,0,Yes,No,3,Yes,Yes,DSL,25.18,70.88,No
CUST01109,Female,1,No,Yes,22,Yes,No,Fiber optic,68.48,1502.26,Yes
CUST01110,Male,1,No,No,61,Yes,No,Fiber optic,91.5,5584.14,No
CUST01111,Male,0,Yes,No,53,Yes,No,No,62.99,3341.49,No
CUST01112,Male,0,No,No,54,No,No,DSL,107.46,5796.97,Yes
CUST01113,Female,0,No,No,68,Yes,No,DSL,83.22,5653.28,No
CUST01114,Male,0,Yes,Yes,39,Yes,No,DSL,115.85,4526.71,No
CUST01115,Male,0,Yes,No,13,Yes,No,Fiber optic,48.41,634.46,Yes
CUST01116,Male,0,No,No,27,Yes,Yes,Fiber optic,113.88,3083.45,No
CUST01117,Male,0,No,Yes,71,Yes,No,Fiber optic,80.68,5734.87,Yes
CUST01118,Male,0,Yes,No,70,Yes,No,Fiber optic,94.52,6614.44,No
CUST01119,Male,0,Yes,Yes,66,Yes,No,Fiber optic,110.22,7266.96,No
CUST01120,Female,0,Yes,Yes,28,Yes,Yes,No,75.12,2105.95,No
CUST01121,Female,0,No,No,60,Yes,No,DSL,106.22,6370.24,No
CUST01122,Male,0,Yes,Yes,67,Yes,No,DSL,74.17,4967.9,No
CUST01123,Male,0,No,No,8,No,No,DSL,79.92,637.88,No
CUST01124,Male,1,No,No,16,Yes,Yes,DSL,64.51,1040.89,Yes
CUST01125,Female,0,Yes,No,48,Yes,No,No,34.56,1650.26,No
CUST01126,Female,0,No,No,62,Yes,No,DSL,75.35,4665.56,No
CUST01127,Female,0,Yes,No,45,Yes,No,Fiber optic,117.74,5300.46,Yes
CUST01128,Female,1,No,Yes,12,Yes,No,DSL,98.72,1192.32,No
CUST01129,Female,0,Yes,No,44,Yes,No,DSL,94.75,4177.36,No
CUST01130,Female,0,No,No,52,Yes,Yes,DSL,84.33,4386.33,No
CUST01131,Female,0,No,Yes,16,Yes,No,DSL,54.79,867.33,No
CUST01132,Female,0,Yes,Yes,46,Yes,No,Fiber optic,36.96,1697.42,No
CUST01133,Female,0,Yes,Yes,61,Yes,No,No,42.46,2598.44,No
CUST01134,Male,0,Yes,No,49,Yes,Yes,Fiber optic,20.63,1010.87,No
CUST01135,Male,0,Yes,No,42,Yes,No,Fiber optic,87.35,3673.23,No
CUST01136,Male,0,No,No,67,Yes,No,DSL,101.19,6775.11,No
CUST01137,Male,1,No,No,71,Yes,No,No,46.89,3319.69,No
CUST01138,Female,0,Yes,No,27,Yes,No,DSL,29.19,789.7,Yes
CUST01139,Female,0,No,No,44,Yes,Yes,No,53.57,2363.78,Yes
CUST01140,Male,0,No,No,40,Yes,No,Fiber optic,49.21,1978.21,No
CUST01141,Female,0,No,No,35,Yes,No,DSL,65.09,2285.08,Yes
CUST01142,Male,1,Yes,No,32,Yes,No,Fiber optic,46.41,1486.2,No
CUST01143,Female,0,Yes,No,24,Yes,No,No,53.97,1297.45,No
CUST01144,Male,0,Yes,No,18,No,No,DSL,110.76,2000.16,No
CUST01145,Female,0,No,No,46,Yes,No,DSL,53.48,2450.48,No
CUST01146,Female,0,Yes,No,32,Yes,No,DSL,98.55,3162.63,Yes
CUST01147,Male,0,Yes,No,66,Yes,No,Fiber optic,82.58,5450.9,Yes
CUST01148,Female,0,Yes,No,13,Yes,No,DSL,53.75,707.79,No
CUST01149,Male,0,No,No,32,Yes,No,Fiber optic,101.78,3262.25,Yes
CUST01150,Male,1,Yes,No,41,Yes,No,No,79.51,3252.96,No
CUST01151,Male,0,Yes,No,64,Yes,No,No,20.86,1328.35,No
CUST01152,Male,0,Yes,Yes,46,Yes,No,DSL,26.87,1233.09,No
CUST01153,Female,0,Yes,Yes,34,Yes,No,Fiber optic,95.26,3234.12,Yes
CUST01154,Female,0,No,No,31,Yes,No,DSL,64.65,2002.94,No
CUST01155,Female,0,Yes,No,54,Yes,No,Fiber optic,60.55,3271.78,No
CUST01156,Male,0,Yes,No,53,Yes,Yes,No,34.58,1831.47,Yes
CUST01157,Female,0,No,No,50,Yes,No,Fiber optic,35.73,1777.63,No
CUST01158,Male,0,Yes,No,58,Yes,Yes,No,99.78,5796.75,No
CUST01159,Female,0,Yes,Yes,71,Yes,No,No,102.9,7304.4,Yes
CUST01160,Female,1,No,Yes,13,Yes,No,DSL,76.0,995.02,No
CUST01161,Female,0,Yes,No,17,Yes,No,Fiber optic,49.51,833.15,No
CUST01162,Male,0,Yes,Yes,54,Yes,No,DSL,113.27,6122.78,No
CUST01163,Female,0,Yes,No,55,Yes,No,DSL,82.4,4525.47,Yes
CUST01164,Female,0,Yes,No,48,No,No,DSL,99.66,4787.27,Yes
CUST01165,Male,0,No,No,59,Yes,Yes,No,20.33,1202.71,Yes
CUST01166,Female,0,No,No,52,Yes,No,Fiber optic,65.03,3389.76,Yes
CUST01167,Male,0,No,No,70,Yes,No,Fiber optic,107.09,7492.71,Yes
CUST01168,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,53.82,261.28,No
CUST01169,Male,0,Yes,No,69,Yes,Yes,Fiber optic,92.66,6400.83,No
CUST01170,Male,0,No,No,7,Yes,Yes,Fiber optic,85.77,597.02,No
CUST01171,Female,0,No,Yes,14,Yes,No,DSL,35.22,487.73,Yes
CUST01172,Male,0,Yes,Yes,25,Yes,No,Fiber optic,97.49,2436.97,No
CUST01173,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,31.25,1180.42,Yes
CUST01174,Male,0,Yes,Yes,2,Yes,No,Fiber optic,92.79,181.52,Yes
CUST01175,Male,0,Yes,No,56,Yes,Yes,DSL,119.1,6667.31,No
CUST01176,Male,0,Yes,No,9,Yes,No,DSL,115.8,1037.75,Yes
CUST01177,Male,0,Yes,No,2,Yes,No,No,100.02,199.05,No
CUST01178,Female,0,No,No,45,No,No,DSL,73.45,3302.94,Yes
CUST01179,Male,0,No,No,21,Yes,No,Fiber optic,87.48,1842.57,No
CUST01180,Male,0,Yes,No,66,Yes,No,DSL,92.81,6133.83,No
CUST01181,Female,0,Yes,No,64,Yes,No,DSL,20.84,1325.78,No
CUST01182,Female,0,No,No,18,Yes,No,DSL,30.24,550.79,No
CUST01183,Female,0,Yes,No,61,Yes,No,Fiber optic,79.71,4870.95,Yes
CUST01184,Female,0,No,No,56,Yes,No,No,20.65,1160.13,Yes
CUST01185,Female,0,Yes,No,12,Yes,Yes,DSL,110.89,1340.61,No
CUST01186,Female,0,No,Yes,15,Yes,Yes,DSL,68.97,1031.25,No
CUST01187,Female,1,Yes,No,15,Yes,No,Fiber optic,45.78,693.31,No
CUST01188,Male,0,Yes,No,51,Yes,No,DSL,59.38,3031.85,No
CUST01189,Male,0,Yes,Yes,40,Yes,Yes,No,105.08,4199.67,Yes
CUST01190,Female,0,Yes,No,47,No,No,DSL,112.72,5301.93,No
CUST01191,Male,0,Yes,No,38,Yes,No,Fiber optic,31.62,1201.75,Yes
CUST01192,Male,0,No,Yes,12,Yes,No,Fiber optic,97.8,1167.38,Yes
CUST01193,Male,0,Yes,No,3,Yes,No,Fiber optic,77.82,226.94,No
CUST01194,Female,0,Yes,Yes,42,Yes,No,Fiber optic,78.55,3303.37,Yes
CUST01195,Female,0,No,No,45,No,No,DSL,97.95,4411.99,No
CUST01196,Male,0,No,Yes,46,Yes,No,DSL,42.28,1945.5,Yes
CUST01197,Female,1,No,No,52,Yes,No,No,73.1,3801.23,Yes
CUST01198,Male,0,No,Yes,24,Yes,No,No,51.94,1240.16,Yes
CUST01199,Male,1,Yes,Yes,40,Yes,Yes,DSL,29.45,1176.59,No
CUST01200,Male,0,No,Yes,2,Yes,No,No,30.51,68.45,No
CUST01201,Male,0,No,No,12,Yes,Yes,Fiber optic,33.65,410.89,Yes
CUST01202,Female,0,No,No,17,Yes,No,Fiber optic,81.49,1388.55,Yes
CUST01203,Female,0,Yes,No,36,Yes,No,DSL,30.58,1110.83,Yes
CUST01204,Female,0,Yes,No,42,Yes,No,Fiber optic,77.01,3242.28,Yes
CUST01205,Male,1,Yes,No,33,Yes,No,DSL,78.83,2594.29,No
CUST01206,Female,1,No,Yes,54,Yes,No,Fiber optic,110.39,5959.04,No
CUST01207,Male,0,No,No,51,Yes,No,DSL,82.64,4207.28,No
CUST01208,Female,0,No,Yes,35,Yes,Yes,Fiber optic,118.56,4148.92,Yes
CUST01209,Male,0,Yes,No,53,Yes,Yes,DSL,23.1,1229.83,Yes
CUST01210,Male,1,No,No,58,Yes,No,DSL,90.41,5236.9,No
CUST01211,Male,0,No,No,51,Yes,No,DSL,22.65,1162.76,No
CUST01212,Female,0,Yes,Yes,18,Yes,No,DSL,92.94,1674.3,No
CUST01213,Female,0,No,No,11,Yes,Yes,Fiber optic,58.59,649.47,No
CUST01214,Female,0,Yes,Yes,10,Yes,No,DSL,81.13,802.2,No
CUST01215,Female,1,No,Yes,47,Yes,No,No,50.95,2386.53,Yes
CUST01216,Male,0,No,Yes,15,Yes,No,Fiber optic,35.91,541.07,No
CUST01217,Female,0,No,No,70,Yes,No,Fiber optic,92.35,6471.26,No
CUST01218,Female,0,No,No,46,Yes,No,DSL,110.46,5088.64,No
CUST01219,Male,0,No,No,66,Yes,No,Fiber optic,38.36,2535.53,No
CUST01220,Male,0,Yes,Yes,30,Yes,Yes,DSL,112.07,3356.12,No
CUST01221,Male,0,Yes,No,7,Yes,No,Fiber optic,34.02,232.04,No
CUST01222,Female,0,No,No,60,Yes,No,DSL,93.57,5621.83,No
CUST01223,Male,1,Yes,Yes,43,Yes,Yes,Fiber optic,115.94,4977.68,No
CUST01224,Male,0,Yes,Yes,49,Yes,No,DSL,34.74,1705.98,No
CUST01225,Male,0,No,No,34,Yes,No,No,63.51,2160.01,Yes
CUST01226,Female,1,No,No,60,Yes,No,DSL,53.75,3223.43,No
CUST01227,Male,0,Yes,No,54,Yes,No,DSL,58.85,3176.71,No
CUST01228,Female,0,Yes,No,65,Yes,No,Fiber optic,95.31,6204.05,No
CUST01229,Female,0,Yes,Yes,13,Yes,No,No,86.12,1126.79,No
CUST01230,Male,0,Yes,Yes,3,Yes,No,Fiber optic,116.87,357.91,No
CUST01231,Male,0,Yes,No,16,Yes,No,DSL,38.55,614.93,Yes
CUST01232,Female,1,No,No,68,No,No,Fiber optic,74.33,5046.58,No
CUST01233,Male,0,Yes,No,23,Yes,No,No,64.91,1502.89,Yes
CUST01234,Male,0,Yes,No,48,Yes,No,DSL,111.89,5363.63,No
CUST01235,Female,0,Yes,No,54,Yes,No,DSL,21.06,1137.55,No
CUST01236,Female,0,No,Yes,70,Yes,No,No,118.92,8319.69,No
CUST01237,Male,0,Yes,No,22,No,No,No,67.97,1495.55,No
CUST01238,Female,0,Yes,No,11,Yes,Yes,Fiber optic,82.55,904.15,No
CUST01239,Male,0,Yes,Yes,10,Yes,No,No,56.01,568.04,No
CUST01240,Male,0,No,No,28,Yes,No,DSL,105.25,2956.37,No
CUST01241,Male,1,No,Yes,61,Yes,Yes,Fiber optic,76.2,4646.4,Yes
CUST01242,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,86.28,4477.96,No
CUST01243,Male,0,Yes,No,47,Yes,No,Fiber optic,84.89,3993.1,Yes
CUST01244,Male,0,Yes,No,65,Yes,Yes,Fiber optic,56.4,3663.53,No
CUST01245,Male,0,No,Yes,47,Yes,No,No,27.6,1306.92,No
CUST01246,Female,0,No,No,58,Yes,No,DSL,100.77,5836.45,No
CUST01247,Female,0,Yes,No,70,Yes,No,DSL,48.97,3420.28,No
CUST01248,Female,0,Yes,No,56,Yes,Yes,DSL,104.89,5877.83,No
CUST01249,Female,0,Yes,No,2,Yes,No,Fiber optic,80.86,166.89,No
CUST01250,Female,1,Yes,Yes,31,Yes,No,DSL,55.37,1715.89,No
CUST01251,Male,1,No,Yes,7,Yes,Yes,No,79.42,551.49,Yes
CUST01252,Female,1,Yes,Yes,29,Yes,No,DSL,84.55,2448.15,Yes
CUST01253,Female,0,Yes,Yes,14,Yes,No,DSL,90.67,1266.14,No
CUST01254,Female,0,Yes,Yes,54,Yes,No,Fiber optic,102.23,5514.93,No
CUST01255,Male,0,No,Yes,37,No,No,Fiber optic,35.98,1338.27,No
CUST01256,Female,0,No,No,14,Yes,No,DSL,114.41,1593.04,No
CUST01257,Female,0,Yes,No,29,Yes,No,Fiber optic,61.08,1769.47,No
CUST01258,Male,0,Yes,No,45,Yes,Yes,Fiber optic,106.05,4777.2,No
CUST01259,Female,0,Yes,Yes,63,Yes,No,DSL,42.05,2639.23,No
CUST01260,Male,0,Yes,No,25,Yes,No,DSL,22.9,580.06,Yes
CUST01261,Male,0,Yes,Yes,66,Yes,No,Fiber optic,77.33,5107.91,No
CUST01262,Male,0,No,No,35,Yes,No,DSL,52.47,1827.92,Yes
CUST01263,Male,0,No,Yes,30,Yes,No,No,118.45,3561.4,No
CUST01264,Male,0,No,No,39,Yes,No,Fiber optic,30.45,1187.3,No
CUST01265,Female,0,Yes,No,45,Yes,Yes,DSL,24.73,1115.89,No
CUST01266,Male,0,No,No,41,Yes,No,DSL,24.5,1012.14,No
CUST01267,Male,0,No,Yes,17,Yes,Yes,DSL,41.69,716.35,Yes
CUST01268,Female,0,Yes,No,35,Yes,No,Fiber optic,77.92,2725.37,Yes
CUST01269,Male,0,Yes,No,49,Yes,No,Fiber optic,70.56,3452.19,No
CUST01270,Female,0,Yes,Yes,60,Yes,No,Fiber optic,55.01,3295.75,No
CUST01271,Female,0,Yes,No,39,Yes,Yes,DSL,28.88,1131.64,Yes
CUST01272,Female,1,Yes,No,2,Yes,No,DSL,43.37,95.33,Yes
CUST01273,Male,0,No,No,6,No,No,DSL,38.41,221.9,No
CUST01274,Male,0,Yes,No,30,Yes,No,DSL,94.57,2827.4,No
CUST01275,Male,0,No,No,64,No,No,Fiber optic,97.99,6277.82,No
CUST01276,Female,1,Yes,No,63,Yes,Yes,No,97.7,6152.83,No
CUST01277,Male,0,No,No,2,Yes,No,Fiber optic,116.9,229.33,Yes
CUST01278,Male,0,Yes,No,34,No,No,Fiber optic,108.42,3680.05,No
CUST01279,Male,0,No,No,14,Yes,Yes,DSL,69.78,973.85,No
CUST01280,Female,1,Yes,No,20,No,No,DSL,61.49,1239.23,No
CUST01281,Female,0,Yes,No,61,Yes,No,DSL,111.58,6815.92,No
CUST01282,Male,0,No,Yes,27,No,No,DSL,81.12,2186.87,Yes
CUST01283,Male,0,Yes,No,3,Yes,Yes,Fiber optic,49.44,157.59,Yes
CUST01284,Male,0,No,Yes,12,Yes,No,DSL,76.45,913.4,Yes
CUST01285,Male,0,No,Yes,50,Yes,No,No,119.21,5967.59,No
CUST01286,Female,0,Yes,Yes,47,Yes,No,No,104.95,4926.89,No
CUST01287,Female,0,Yes,No,38,Yes,No,DSL,48.13,1835.47,Yes
CUST01288,Female,0,No,Yes,66,Yes,No,Fiber optic,115.3,7606.87,No
CUST01289,Female,0,Yes,No,57,Yes,Yes,Fiber optic,118.15,6728.46,No
CUST01290,Male,1,No,No,1,No,No,DSL,43.12,51.82,Yes
CUST01291,Male,0,No,Yes,24,Yes,Yes,No,109.56,2623.72,No
CUST01292,Male,0,Yes,Yes,10,Yes,No,DSL,108.32,1093.04,No
CUST01293,Female,0,Yes,No,0,Yes,Yes,Fiber optic,23.98,-7.83,Yes
CUST01294,Male,0,No,No,47,Yes,No,DSL,86.97,4077.79,No
CUST01295,Female,0,Yes,No,47,Yes,No,DSL,50.53,2382.33,No
CUST01296,Female,0,Yes,No,9,Yes,No,Fiber optic,87.46,788.87,Yes
CUST01297,Male,0,Yes,No,29,Yes,No,No,111.36,3227.87,No
CUST01298,Male,0,No,No,34,Yes,No,DSL,69.88,2367.56,Yes
CUST01299,Male,0,Yes,No,18,Yes,No,DSL,61.44,1107.42,No
CUST01300,Female,0,Yes,No,52,Yes,No,Fiber optic,112.15,5829.67,No
CUST01301,Male,0,No,No,33,Yes,No,DSL,117.41,3874.2,No
CUST01302,Female,1,Yes,Yes,31,Yes,No,Fiber optic,26.22,815.43,No
CUST01303,Male,0,Yes,No,5,Yes,Yes,Fiber optic,112.28,564.2,No
CUST01304,Female,1,No,No,12,Yes,No,No,28.28,348.57,No
CUST01305,Female,0,No,No,63,Yes,Yes,Fiber optic,53.73,3388.09,No
CUST01306,Male,1,No,Yes,6,Yes,No,No,96.26,574.35,No
CUST01307,Female,0,Yes,No,44,Yes,No,Fiber optic,97.7,4295.39,No
CUST01308,Female,0,No,Yes,44,Yes,Yes,No,92.58,4073.06,No
CUST01309,Male,0,Yes,Yes,64,Yes,No,DSL,23.91,1525.43,No
CUST01310,Female,0,Yes,Yes,18,Yes,No,Fiber optic,33.3,596.93,No
CUST01311,Male,0,Yes,No,46,Yes,No,No,113.62,5233.36,No
CUST01312,Female,0,Yes,Yes,45,No,No,Fiber optic,28.15,1273.95,No
CUST01313,Male,0,No,No,28,Yes,No,No,27.85,782.36,No
CUST01314,Male,0,Yes,Yes,60,No,No,DSL,103.56,6215.26,No
CUST01315,Female,0,No,No,64,Yes,No,No,84.13,5382.86,Yes
CUST01316,Female,0,No,Yes,22,Yes,No,Fiber optic,55.17,1216.46,Yes
