,Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,total_revenue
374,375,2023-09-17,CUST375,Male,32,CLOTHING,1,50,50,50
375,376,2023-05-16,CUST376,Female,64,BEAUTY,1,30,30,30
376,377,2023-03-09,CUST377,Female,46,CLOTHING,4,50,200,200
377,378,2023-06-28,CUST378,Male,50,BEAUTY,1,300,300,300
378,379,2023-02-05,CUST379,Female,47,CLOTHING,1,25,25,25
379,380,2023-05-06,CUST380,Male,56,ELECTRONICS,2,300,600,600
380,381,2023-07-09,CUST381,Female,44,CLOTHING,4,25,100,100
381,382,2023-05-26,CUST382,Female,53,CLOTHING,2,500,1000,1000
382,383,2023-03-22,CUST383,Female,46,BEAUTY,3,30,90,90
383,384,2023-08-13,CUST384,Male,55,CLOTHING,1,500,500,500
384,385,2023-10-06,CUST385,Male,50,ELECTRONICS,3,500,1500,1500
385,386,2023-12-27,CUST386,Female,54,ELECTRONICS,2,300,600,600
386,387,2023-06-04,CUST387,Male,44,BEAUTY,1,30,30,30
387,388,2023-11-10,CUST388,Male,50,ELECTRONICS,1,25,25,25
388,389,2023-12-01,CUST389,Male,21,CLOTHING,2,25,50,50
389,390,2023-09-28,CUST390,Male,39,ELECTRONICS,2,50,100,100
390,391,2023-01-05,CUST391,Male,19,BEAUTY,2,25,50,50
391,392,2023-12-08,CUST392,Male,27,CLOTHING,2,300,600,600
392,393,2023-10-11,CUST393,Female,22,BEAUTY,2,500,1000,1000
393,394,2023-06-03,CUST394,Female,27,CLOTHING,1,500,500,500
394,395,2023-12-06,CUST395,Male,50,ELECTRONICS,2,500,1000,1000
395,396,2023-02-23,CUST396,Female,55,BEAUTY,1,30,30,30
396,397,2023-03-10,CUST397,Female,30,BEAUTY,1,25,25,25
397,398,2023-05-16,CUST398,Female,48,CLOTHING,2,300,600,600
398,399,2023-03-01,CUST399,Female,64,BEAUTY,2,30,60,60
399,400,2023-02-24,CUST400,Male,53,CLOTHING,4,50,200,200
400,401,2023-10-11,CUST401,Female,62,CLOTHING,1,300,300,300
401,402,2023-03-21,CUST402,Female,41,CLOTHING,2,300,600,600
402,403,2023-05-20,CUST403,Male,32,CLOTHING,2,300,600,600
403,404,2023-05-25,CUST404,Male,46,ELECTRONICS,2,500,1000,1000
404,405,2023-11-06,CUST405,Female,25,CLOTHING,4,300,1200,1200
405,406,2023-04-18,CUST406,Female,22,BEAUTY,4,25,100,100
406,407,2023-06-25,CUST407,Female,46,ELECTRONICS,3,300,900,900
407,408,2023-04-15,CUST408,Female,64,BEAUTY,1,500,500,500
408,409,2023-12-18,CUST409,Female,21,ELECTRONICS,3,300,900,900
409,410,2023-11-21,CUST410,Female,29,CLOTHING,2,50,100,100
410,411,2023-05-16,CUST411,Male,62,ELECTRONICS,4,50,200,200
411,412,2023-09-16,CUST412,Female,19,ELECTRONICS,4,500,2000,2000
412,413,2023-09-08,CUST413,Female,44,BEAUTY,3,25,75,75
413,414,2023-05-09,CUST414,Male,48,BEAUTY,4,25,100,100
414,415,2023-01-27,CUST415,Male,53,CLOTHING,2,30,60,60
415,416,2023-02-17,CUST416,Male,53,ELECTRONICS,4,500,2000,2000
416,417,2023-11-21,CUST417,Male,43,ELECTRONICS,3,300,900,900
417,418,2023-08-05,CUST418,Female,60,ELECTRONICS,2,500,1000,1000
418,419,2023-05-22,CUST419,Female,44,CLOTHING,3,30,90,90
419,420,2023-01-23,CUST420,Female,22,CLOTHING,4,500,2000,2000
420,421,2023-01-02,CUST421,Female,37,CLOTHING,3,500,1500,1500
421,422,2023-06-20,CUST422,Female,28,CLOTHING,3,30,90,90
422,423,2023-03-08,CUST423,Female,27,CLOTHING,1,25,25,25
423,424,2023-11-23,CUST424,Male,57,BEAUTY,4,300,1200,1200
424,425,2023-05-15,CUST425,Female,55,ELECTRONICS,4,30,120,120
425,426,2023-03-24,CUST426,Male,23,ELECTRONICS,3,50,150,150
426,427,2023-08-15,CUST427,Male,25,ELECTRONICS,1,25,25,25
427,428,2023-10-10,CUST428,Female,40,ELECTRONICS,4,50,200,200
428,429,2023-12-28,CUST429,Male,64,ELECTRONICS,2,25,50,50
429,430,2023-08-07,CUST430,Female,43,ELECTRONICS,3,300,900,900
430,431,2023-10-15,CUST431,Male,63,ELECTRONICS,4,300,1200,1200
431,432,2023-01-05,CUST432,Female,60,ELECTRONICS,2,500,1000,1000
432,433,2023-02-27,CUST433,Male,29,BEAUTY,4,50,200,200
433,434,2023-02-08,CUST434,Female,43,ELECTRONICS,2,25,50,50
434,435,2023-12-20,CUST435,Female,30,BEAUTY,3,300,900,900
435,436,2023-03-18,CUST436,Female,57,CLOTHING,4,30,120,120
436,437,2023-10-07,CUST437,Female,35,ELECTRONICS,4,300,1200,1200
437,438,2023-01-19,CUST438,Female,42,CLOTHING,1,30,30,30
438,439,2023-07-09,CUST439,Male,50,CLOTHING,3,25,75,75
439,440,2023-10-26,CUST440,Male,64,CLOTHING,2,300,600,600
440,441,2023-10-10,CUST441,Male,57,BEAUTY,4,300,1200,1200
441,442,2023-03-17,CUST442,Female,60,CLOTHING,4,25,100,100
442,443,2023-08-09,CUST443,Male,29,CLOTHING,2,300,600,600
443,444,2023-03-07,CUST444,Female,61,CLOTHING,3,30,90,90
444,445,2023-01-22,CUST445,Female,53,ELECTRONICS,1,300,300,300
445,446,2023-06-07,CUST446,Male,21,ELECTRONICS,1,50,50,50
446,447,2023-07-06,CUST447,Male,22,BEAUTY,4,500,2000,2000
447,448,2023-01-21,CUST448,Female,54,BEAUTY,2,30,60,60
448,449,2023-07-03,CUST449,Male,25,ELECTRONICS,4,50,200,200
449,450,2023-04-18,CUST450,Female,59,BEAUTY,2,25,50,50
450,451,2023-12-16,CUST451,Female,45,ELECTRONICS,1,30,30,30
451,452,2023-05-08,CUST452,Female,48,CLOTHING,3,500,1500,1500
452,453,2023-12-08,CUST453,Female,26,CLOTHING,2,500,1000,1000
453,454,2023-02-22,CUST454,Female,46,BEAUTY,1,25,25,25
454,455,2023-07-01,CUST455,Male,31,ELECTRONICS,4,25,100,100
455,456,2023-10-14,CUST456,Male,57,ELECTRONICS,2,30,60,60
456,457,2023-07-28,CUST457,Female,58,BEAUTY,3,300,900,900
457,458,2023-11-14,CUST458,Female,39,ELECTRONICS,4,25,100,100
458,459,2023-03-21,CUST459,Male,28,CLOTHING,4,300,1200,1200
459,460,2023-05-02,CUST460,Male,40,BEAUTY,1,50,50,50
460,461,2023-03-25,CUST461,Female,18,BEAUTY,2,500,1000,1000
461,462,2023-04-01,CUST462,Male,63,ELECTRONICS,4,300,1200,1200
462,463,2023-07-31,CUST463,Female,54,BEAUTY,3,500,1500,1500
463,464,2023-01-13,CUST464,Male,38,ELECTRONICS,2,300,600,600
464,465,2023-04-02,CUST465,Female,43,ELECTRONICS,3,50,150,150
465,466,2023-06-20,CUST466,Male,63,ELECTRONICS,4,25,100,100
466,467,2023-07-30,CUST467,Female,53,ELECTRONICS,3,50,150,150
467,468,2023-12-09,CUST468,Male,40,ELECTRONICS,1,25,25,25
468,469,2023-05-08,CUST469,Male,18,BEAUTY,3,25,75,75
469,470,2023-05-17,CUST470,Female,57,CLOTHING,2,500,1000,1000
470,471,2023-03-23,CUST471,Male,32,CLOTHING,3,50,150,150
471,472,2023-12-26,CUST472,Female,38,BEAUTY,3,300,900,900
472,473,2023-02-25,CUST473,Male,64,BEAUTY,1,50,50,50
473,474,2023-07-15,CUST474,Female,26,CLOTHING,3,500,1500,1500
474,475,2023-01-20,CUST475,Male,26,CLOTHING,3,25,75,75
475,476,2023-08-29,CUST476,Female,27,CLOTHING,4,500,2000,2000
476,477,2023-04-24,CUST477,Male,43,CLOTHING,4,30,120,120
477,478,2023-04-13,CUST478,Female,58,CLOTHING,2,30,60,60
478,479,2023-08-24,CUST479,Male,52,ELECTRONICS,4,300,1200,1200
479,480,2023-06-29,CUST480,Female,42,BEAUTY,4,500,2000,2000
480,481,2023-06-06,CUST481,Female,43,ELECTRONICS,4,300,1200,1200
481,482,2023-04-27,CUST482,Female,28,CLOTHING,4,300,1200,1200
482,483,2023-04-25,CUST483,Male,55,CLOTHING,1,30,30,30
483,484,2023-01-13,CUST484,Female,19,CLOTHING,4,300,1200,1200
484,485,2023-12-04,CUST485,Male,24,ELECTRONICS,1,30,30,30
485,486,2023-04-09,CUST486,Female,35,ELECTRONICS,1,25,25,25
486,487,2023-07-24,CUST487,Male,44,CLOTHING,4,500,2000,2000
487,488,2023-06-18,CUST488,Female,51,ELECTRONICS,3,300,900,900
488,489,2023-05-23,CUST489,Male,44,ELECTRONICS,1,30,30,30
489,490,2023-02-05,CUST490,Male,34,CLOTHING,3,50,150,150
490,491,2023-05-23,CUST491,Female,60,ELECTRONICS,3,300,900,900
491,492,2023-06-29,CUST492,Male,61,BEAUTY,4,25,100,100
492,493,2023-11-25,CUST493,Male,41,BEAUTY,2,25,50,50
493,494,2023-09-18,CUST494,Female,42,BEAUTY,4,50,200,200
494,495,2023-07-24,CUST495,Male,24,BEAUTY,2,30,60,60
495,496,2023-12-14,CUST496,Male,23,CLOTHING,2,300,600,600
496,497,2023-10-02,CUST497,Male,41,CLOTHING,4,30,120,120
497,498,2023-06-19,CUST498,Female,50,CLOTHING,4,25,100,100
498,499,2023-01-15,CUST499,Male,46,BEAUTY,2,30,60,60
499,500,2023-03-01,CUST500,Female,60,BEAUTY,4,25,100,100
500,501,2023-05-14,CUST501,Male,39,ELECTRONICS,2,30,60,60
501,502,2023-04-02,CUST502,Male,43,ELECTRONICS,3,50,150,150
502,503,2023-10-25,CUST503,Male,45,BEAUTY,4,500,2000,2000
503,504,2023-05-16,CUST504,Female,38,BEAUTY,3,50,150,150
504,505,2023-01-20,CUST505,Male,24,BEAUTY,1,50,50,50
505,506,2023-02-25,CUST506,Male,34,BEAUTY,3,500,1500,1500
506,507,2023-11-02,CUST507,Female,37,ELECTRONICS,3,500,1500,1500
507,508,2023-08-11,CUST508,Male,58,BEAUTY,2,300,600,600
508,509,2023-06-26,CUST509,Female,37,ELECTRONICS,3,300,900,900
509,510,2023-06-10,CUST510,Female,39,BEAUTY,4,50,200,200
510,511,2023-08-12,CUST511,Male,45,BEAUTY,2,50,100,100
511,512,2023-11-07,CUST512,Female,57,BEAUTY,1,25,25,25
512,513,2023-09-19,CUST513,Male,24,ELECTRONICS,4,25,100,100
513,514,2023-03-01,CUST514,Female,18,ELECTRONICS,1,300,300,300
514,515,2023-07-17,CUST515,Female,49,CLOTHING,3,300,900,900
515,516,2023-10-23,CUST516,Male,30,BEAUTY,4,25,100,100
516,517,2023-04-08,CUST517,Female,47,CLOTHING,4,25,100,100
517,518,2023-05-11,CUST518,Female,40,CLOTHING,1,30,30,30
518,519,2023-01-23,CUST519,Female,36,ELECTRONICS,4,30,120,120
519,520,2023-12-29,CUST520,Female,49,ELECTRONICS,4,25,100,100
520,521,2023-08-12,CUST521,Female,47,CLOTHING,4,30,120,120
521,522,2023-01-01,CUST522,Male,46,BEAUTY,3,500,1500,1500
522,523,2023-09-24,CUST523,Female,62,ELECTRONICS,1,300,300,300
523,524,2023-10-03,CUST524,Male,46,BEAUTY,4,300,1200,1200
524,525,2023-12-18,CUST525,Female,47,BEAUTY,2,25,50,50
525,526,2023-12-10,CUST526,Male,33,CLOTHING,2,50,100,100
526,527,2023-04-11,CUST527,Male,57,CLOTHING,2,25,50,50
527,528,2023-07-06,CUST528,Female,36,CLOTHING,2,30,60,60
528,529,2023-08-09,CUST529,Female,35,CLOTHING,3,50,150,150
529,530,2023-02-05,CUST530,Female,18,ELECTRONICS,4,30,120,120
530,531,2023-12-07,CUST531,Male,31,ELECTRONICS,1,500,500,500
531,532,2023-06-19,CUST532,Female,64,CLOTHING,4,30,120,120
532,533,2023-11-16,CUST533,Male,19,ELECTRONICS,3,500,1500,1500
533,534,2023-06-10,CUST534,Male,45,CLOTHING,2,500,1000,1000
534,535,2023-12-06,CUST535,Male,47,BEAUTY,3,30,90,90
535,536,2023-03-05,CUST536,Female,55,BEAUTY,4,30,120,120
536,537,2023-06-03,CUST537,Female,21,BEAUTY,1,500,500,500
537,538,2023-09-17,CUST538,Male,18,CLOTHING,3,50,150,150
538,539,2023-06-08,CUST539,Male,25,BEAUTY,1,500,500,500
539,540,2023-12-08,CUST540,Female,46,ELECTRONICS,3,300,900,900
540,541,2023-07-29,CUST541,Male,56,BEAUTY,1,500,500,500
541,542,2023-06-17,CUST542,Female,20,BEAUTY,1,50,50,50
542,543,2023-07-26,CUST543,Male,49,BEAUTY,2,300,600,600
543,544,2023-12-23,CUST544,Female,27,ELECTRONICS,1,25,25,25
544,545,2023-06-01,CUST545,Male,27,CLOTHING,2,25,50,50
545,546,2023-10-11,CUST546,Female,36,ELECTRONICS,4,50,200,200
546,547,2023-03-07,CUST547,Male,63,CLOTHING,4,500,2000,2000
547,548,2023-04-09,CUST548,Female,51,CLOTHING,2,30,60,60
548,549,2023-08-04,CUST549,Female,50,BEAUTY,2,50,100,100
549,550,2023-12-07,CUST550,Male,40,CLOTHING,3,300,900,900
550,551,2023-07-14,CUST551,Male,45,ELECTRONICS,3,300,900,900
551,552,2023-12-13,CUST552,Female,49,ELECTRONICS,3,25,75,75
552,553,2023-03-31,CUST553,Male,24,CLOTHING,4,300,1200,1200
553,554,2023-11-12,CUST554,Female,46,BEAUTY,3,50,150,150
554,555,2023-10-19,CUST555,Male,25,BEAUTY,1,300,300,300
555,556,2023-06-04,CUST556,Female,18,ELECTRONICS,1,50,50,50
556,557,2023-07-27,CUST557,Female,20,BEAUTY,3,30,90,90
557,558,2023-10-08,CUST558,Female,41,CLOTHING,1,25,25,25
558,559,2023-01-01,CUST559,Female,40,CLOTHING,4,300,1200,1200
559,560,2023-06-05,CUST560,Female,25,ELECTRONICS,1,50,50,50
560,561,2023-05-27,CUST561,Female,64,CLOTHING,4,500,2000,2000
561,562,2023-04-18,CUST562,Male,54,ELECTRONICS,2,25,50,50
562,563,2023-08-09,CUST563,Male,20,CLOTHING,2,30,60,60
563,564,2023-10-24,CUST564,Male,50,ELECTRONICS,2,50,100,100
564,565,2023-11-07,CUST565,Female,45,BEAUTY,2,30,60,60
565,566,2023-12-02,CUST566,Female,64,CLOTHING,1,30,30,30
566,567,2023-06-14,CUST567,Female,25,CLOTHING,3,300,900,900
567,568,2023-08-27,CUST568,Female,51,ELECTRONICS,1,300,300,300
568,569,2023-08-15,CUST569,Male,52,ELECTRONICS,4,50,200,200
569,570,2023-08-15,CUST570,Male,49,CLOTHING,1,500,500,500
570,571,2023-12-12,CUST571,Female,41,ELECTRONICS,1,50,50,50
571,572,2023-04-20,CUST572,Male,31,CLOTHING,4,500,2000,2000
572,573,2023-09-19,CUST573,Male,49,BEAUTY,2,30,60,60
573,574,2023-08-31,CUST574,Female,63,ELECTRONICS,2,25,50,50
574,575,2023-03-28,CUST575,Male,60,CLOTHING,2,50,100,100
575,576,2023-12-04,CUST576,Female,33,BEAUTY,3,50,150,150
576,577,2023-02-13,CUST577,Male,21,BEAUTY,4,500,2000,2000
577,578,2023-05-26,CUST578,Female,54,CLOTHING,4,30,120,120
578,579,2023-09-21,CUST579,Female,38,ELECTRONICS,1,30,30,30
579,580,2023-12-06,CUST580,Female,31,CLOTHING,3,500,1500,1500
580,581,2023-11-21,CUST581,Female,48,BEAUTY,2,30,60,60
581,582,2023-11-14,CUST582,Male,35,CLOTHING,3,300,900,900
582,583,2023-06-21,CUST583,Female,24,ELECTRONICS,4,25,100,100
583,584,2023-02-17,CUST584,Female,27,BEAUTY,4,50,200,200
584,585,2023-05-01,CUST585,Female,24,CLOTHING,1,25,25,25
585,586,2023-12-11,CUST586,Male,50,ELECTRONICS,1,50,50,50
586,587,2023-06-08,CUST587,Female,40,BEAUTY,4,300,1200,1200
587,588,2023-04-26,CUST588,Male,38,ELECTRONICS,2,30,60,60
588,589,2023-04-12,CUST589,Female,36,BEAUTY,2,500,1000,1000
589,590,2023-03-17,CUST590,Male,36,CLOTHING,3,300,900,900
590,591,2023-01-13,CUST591,Male,53,ELECTRONICS,4,25,100,100
591,592,2023-01-24,CUST592,Female,46,BEAUTY,4,500,2000,2000
592,593,2023-05-06,CUST593,Male,35,ELECTRONICS,2,30,60,60
593,594,2023-09-01,CUST594,Female,19,ELECTRONICS,2,300,600,600
594,595,2023-11-09,CUST595,Female,18,CLOTHING,4,500,2000,2000
595,596,2023-02-07,CUST596,Female,64,ELECTRONICS,1,300,300,300
596,597,2023-08-22,CUST597,Male,22,BEAUTY,4,300,1200,1200
597,598,2023-08-01,CUST598,Male,37,BEAUTY,4,30,120,120
598,599,2023-11-19,CUST599,Female,28,BEAUTY,2,50,100,100
599,600,2023-10-22,CUST600,Female,59,BEAUTY,2,500,1000,1000
600,601,2023-04-10,CUST601,Male,19,CLOTHING,1,30,30,30
601,602,2023-12-23,CUST602,Female,20,ELECTRONICS,1,300,300,300
602,603,2023-07-16,CUST603,Female,40,CLOTHING,3,30,90,90
603,604,2023-09-11,CUST604,Female,29,ELECTRONICS,4,50,200,200
604,605,2023-07-24,CUST605,Male,37,ELECTRONICS,2,500,1000,1000
605,606,2023-05-05,CUST606,Male,22,ELECTRONICS,1,50,50,50
606,607,2023-03-17,CUST607,Male,54,CLOTHING,3,25,75,75
607,608,2023-12-02,CUST608,Female,55,ELECTRONICS,3,500,1500,1500
608,609,2023-12-19,CUST609,Female,47,CLOTHING,2,50,100,100
609,610,2023-01-03,CUST610,Female,26,BEAUTY,2,300,600,600
610,611,2023-02-24,CUST611,Male,51,BEAUTY,3,500,1500,1500
611,612,2023-08-06,CUST612,Female,61,ELECTRONICS,1,500,500,500
612,613,2023-04-23,CUST613,Female,52,CLOTHING,3,30,90,90
613,614,2023-04-01,CUST614,Female,39,BEAUTY,4,300,1200,1200
614,615,2023-12-23,CUST615,Female,61,CLOTHING,4,25,100,100
615,616,2023-09-23,CUST616,Male,41,CLOTHING,2,50,100,100
616,617,2023-08-26,CUST617,Male,34,ELECTRONICS,1,30,30,30
617,618,2023-01-26,CUST618,Female,27,BEAUTY,1,50,50,50
618,619,2023-10-13,CUST619,Male,47,ELECTRONICS,4,25,100,100
619,620,2023-05-08,CUST620,Male,63,ELECTRONICS,3,25,75,75
620,621,2023-03-04,CUST621,Female,40,BEAUTY,2,500,1000,1000
621,622,2023-08-22,CUST622,Female,49,BEAUTY,3,25,75,75
622,623,2023-03-10,CUST623,Male,34,CLOTHING,3,50,150,150
623,624,2023-08-26,CUST624,Female,34,BEAUTY,3,300,900,900
624,625,2023-12-08,CUST625,Male,31,CLOTHING,1,300,300,300
625,626,2023-09-29,CUST626,Female,26,CLOTHING,4,500,2000,2000
626,627,2023-10-14,CUST627,Male,57,CLOTHING,1,50,50,50
627,628,2023-11-01,CUST628,Female,19,BEAUTY,4,50,200,200
628,629,2023-06-12,CUST629,Male,62,ELECTRONICS,2,25,50,50
629,630,2023-08-15,CUST630,Male,42,CLOTHING,2,50,100,100
630,631,2023-11-10,CUST631,Male,56,ELECTRONICS,3,30,90,90
631,632,2023-09-16,CUST632,Female,26,ELECTRONICS,4,25,100,100
632,633,2023-08-07,CUST633,Male,39,BEAUTY,4,30,120,120
633,634,2023-10-08,CUST634,Male,60,ELECTRONICS,4,500,2000,2000
634,635,2023-08-17,CUST635,Female,63,ELECTRONICS,3,300,900,900
635,636,2023-03-23,CUST636,Female,21,BEAUTY,3,500,1500,1500
636,637,2023-09-01,CUST637,Male,43,CLOTHING,2,300,600,600
637,638,2023-08-19,CUST638,Male,46,ELECTRONICS,1,500,500,500
638,639,2023-05-13,CUST639,Female,62,BEAUTY,4,50,200,200
639,640,2023-05-07,CUST640,Female,51,ELECTRONICS,4,30,120,120
640,641,2023-11-23,CUST641,Female,40,ELECTRONICS,1,300,300,300
641,642,2023-05-22,CUST642,Female,54,CLOTHING,4,25,100,100
642,643,2023-09-24,CUST643,Female,28,ELECTRONICS,3,30,90,90
643,644,2023-09-06,CUST644,Male,23,BEAUTY,3,25,75,75
644,645,2023-11-17,CUST645,Female,35,ELECTRONICS,4,30,120,120
645,646,2023-05-03,CUST646,Male,38,CLOTHING,3,30,90,90
646,647,2023-05-21,CUST647,Male,59,CLOTHING,3,500,1500,1500
647,648,2023-08-14,CUST648,Male,53,BEAUTY,4,300,1200,1200
648,649,2023-02-09,CUST649,Female,58,CLOTHING,2,300,600,600
649,650,2024-01-01,CUST650,Male,55,ELECTRONICS,1,30,30,30
650,651,2023-05-27,CUST651,Male,51,CLOTHING,3,50,150,150
651,652,2023-05-01,CUST652,Female,34,BEAUTY,2,50,100,100
652,653,2023-05-20,CUST653,Male,54,CLOTHING,3,25,75,75
653,654,2023-06-21,CUST654,Male,42,CLOTHING,3,25,75,75
654,655,2023-06-13,CUST655,Female,55,CLOTHING,1,500,500,500
655,656,2023-10-04,CUST656,Male,29,BEAUTY,3,30,90,90
656,657,2023-02-11,CUST657,Male,40,CLOTHING,1,25,25,25
657,658,2023-03-12,CUST658,Male,59,CLOTHING,1,25,25,25
658,659,2023-03-19,CUST659,Female,39,ELECTRONICS,1,30,30,30
659,660,2023-04-29,CUST660,Female,38,BEAUTY,2,500,1000,1000
660,661,2023-07-16,CUST661,Female,44,CLOTHING,4,25,100,100
661,662,2023-12-22,CUST662,Male,48,BEAUTY,2,500,1000,1000
662,663,2023-03-20,CUST663,Male,23,CLOTHING,4,300,1200,1200
663,664,2023-12-28,CUST664,Female,44,CLOTHING,4,500,2000,2000
664,665,2023-04-20,CUST665,Male,57,CLOTHING,1,50,50,50
665,666,2023-02-02,CUST666,Male,51,ELECTRONICS,3,50,150,150
666,667,2023-08-01,CUST667,Female,29,ELECTRONICS,1,500,500,500
667,668,2023-07-28,CUST668,Female,62,ELECTRONICS,3,50,150,150
668,669,2023-06-19,CUST669,Male,24,BEAUTY,4,300,1200,1200
669,670,2023-10-05,CUST670,Male,27,BEAUTY,1,30,30,30
670,671,2023-08-27,CUST671,Male,62,ELECTRONICS,3,50,150,150
671,672,2023-08-01,CUST672,Female,34,BEAUTY,2,50,100,100
672,673,2023-02-01,CUST673,Female,43,CLOTHING,3,500,1500,1500
673,674,2023-04-16,CUST674,Female,38,CLOTHING,1,300,300,300
674,675,2023-08-04,CUST675,Female,45,CLOTHING,2,30,60,60
675,676,2023-07-19,CUST676,Male,63,ELECTRONICS,3,500,1500,1500
676,677,2023-10-27,CUST677,Female,19,BEAUTY,3,500,1500,1500
677,678,2023-12-23,CUST678,Female,60,ELECTRONICS,3,300,900,900
678,679,2023-01-11,CUST679,Female,18,BEAUTY,3,30,90,90
679,680,2023-10-22,CUST680,Female,53,CLOTHING,3,300,900,900
680,681,2023-07-14,CUST681,Female,43,ELECTRONICS,2,30,60,60
681,682,2023-09-02,CUST682,Male,46,BEAUTY,4,300,1200,1200
682,683,2023-01-04,CUST683,Male,38,BEAUTY,2,500,1000,1000
683,684,2023-06-30,CUST684,Female,28,CLOTHING,2,500,1000,1000
684,685,2023-06-02,CUST685,Male,57,ELECTRONICS,2,25,50,50
685,686,2023-07-19,CUST686,Female,28,ELECTRONICS,4,50,200,200
686,687,2023-08-03,CUST687,Female,53,ELECTRONICS,1,300,300,300
687,688,2023-10-03,CUST688,Male,56,CLOTHING,4,25,100,100
688,689,2023-10-07,CUST689,Male,57,ELECTRONICS,2,50,100,100
689,690,2023-11-05,CUST690,Female,52,CLOTHING,3,300,900,900
690,691,2023-04-23,CUST691,Female,51,CLOTHING,3,30,90,90
691,692,2023-09-07,CUST692,Female,64,CLOTHING,2,50,100,100
692,693,2023-04-23,CUST693,Male,41,BEAUTY,3,500,1500,1500
693,694,2023-05-20,CUST694,Female,39,ELECTRONICS,2,25,50,50
694,695,2023-08-12,CUST695,Female,22,ELECTRONICS,3,50,150,150
695,696,2023-09-06,CUST696,Female,50,CLOTHING,4,50,200,200
696,697,2023-01-15,CUST697,Male,53,CLOTHING,1,500,500,500
697,698,2023-07-19,CUST698,Female,64,ELECTRONICS,1,300,300,300
698,699,2023-06-22,CUST699,Female,37,CLOTHING,4,30,120,120
699,700,2023-12-09,CUST700,Male,36,ELECTRONICS,4,500,2000,2000
700,701,2023-12-14,CUST701,Female,52,BEAUTY,2,30,60,60
701,702,2023-07-27,CUST702,Female,60,CLOTHING,2,300,600,600
702,703,2023-03-26,CUST703,Male,34,ELECTRONICS,2,50,100,100
703,704,2023-08-28,CUST704,Female,62,CLOTHING,3,30,90,90
704,705,2023-03-07,CUST705,Male,60,ELECTRONICS,2,25,50,50
705,706,2023-11-15,CUST706,Male,51,ELECTRONICS,4,25,100,100
706,707,2023-10-01,CUST707,Female,26,CLOTHING,1,500,500,500
707,708,2023-01-14,CUST708,Female,43,BEAUTY,3,300,900,900
708,709,2023-07-21,CUST709,Female,19,ELECTRONICS,2,500,1000,1000
709,710,2023-10-31,CUST710,Female,26,ELECTRONICS,3,500,1500,1500
710,711,2023-10-16,CUST711,Male,26,ELECTRONICS,3,500,1500,1500
711,712,2023-12-06,CUST712,Female,57,BEAUTY,2,25,50,50
712,713,2023-01-14,CUST713,Male,34,BEAUTY,3,25,75,75
713,714,2023-02-12,CUST714,Female,18,CLOTHING,1,500,500,500
714,715,2023-11-26,CUST715,Female,42,BEAUTY,4,25,100,100
715,716,2023-08-08,CUST716,Female,60,CLOTHING,4,300,1200,1200
716,717,2023-03-11,CUST717,Male,57,CLOTHING,1,500,500,500
717,718,2023-08-25,CUST718,Female,59,BEAUTY,3,25,75,75
718,719,2023-04-04,CUST719,Female,42,CLOTHING,2,30,60,60
719,720,2023-01-26,CUST720,Female,56,BEAUTY,3,500,1500,1500
720,721,2023-05-14,CUST721,Female,52,CLOTHING,1,500,500,500
721,722,2023-07-14,CUST722,Male,20,BEAUTY,3,300,900,900
722,723,2023-06-17,CUST723,Female,54,BEAUTY,4,50,200,200
723,724,2023-04-19,CUST724,Male,61,CLOTHING,3,50,150,150
724,725,2023-08-21,CUST725,Male,61,ELECTRONICS,1,300,300,300
725,726,2023-06-17,CUST726,Male,47,CLOTHING,4,300,1200,1200
726,727,2023-06-22,CUST727,Male,55,BEAUTY,3,300,900,900
727,728,2023-07-14,CUST728,Male,51,ELECTRONICS,3,50,150,150
728,729,2023-05-23,CUST729,Male,29,CLOTHING,4,300,1200,1200
729,730,2023-08-04,CUST730,Female,36,CLOTHING,2,25,50,50
730,731,2023-05-10,CUST731,Male,54,CLOTHING,4,500,2000,2000
731,732,2023-02-11,CUST732,Male,61,ELECTRONICS,2,500,1000,1000
732,733,2023-08-29,CUST733,Male,34,BEAUTY,1,30,30,30
733,734,2023-01-10,CUST734,Female,27,CLOTHING,1,30,30,30
734,735,2023-10-04,CUST735,Female,64,CLOTHING,4,500,2000,2000
735,736,2023-01-27,CUST736,Male,29,CLOTHING,4,25,100,100
736,737,2023-06-29,CUST737,Female,33,CLOTHING,1,50,50,50
737,738,2023-04-25,CUST738,Male,41,CLOTHING,2,50,100,100
738,739,2023-11-29,CUST739,Male,36,BEAUTY,1,25,25,25
739,740,2023-02-05,CUST740,Female,25,BEAUTY,4,50,200,200
740,741,2023-11-30,CUST741,Male,48,CLOTHING,1,300,300,300
741,742,2023-01-21,CUST742,Female,38,ELECTRONICS,4,500,2000,2000
742,743,2023-01-16,CUST743,Female,34,BEAUTY,4,500,2000,2000
743,744,2023-05-07,CUST744,Male,40,ELECTRONICS,1,25,25,25
744,745,2023-04-13,CUST745,Male,54,BEAUTY,2,50,100,100
745,746,2023-01-11,CUST746,Female,33,CLOTHING,3,30,90,90
746,747,2023-11-15,CUST747,Male,23,BEAUTY,1,30,30,30
747,748,2023-03-20,CUST748,Male,25,CLOTHING,3,50,150,150
748,749,2023-05-03,CUST749,Male,42,BEAUTY,1,30,30,30
